id,name,kind,lat,lng,created_at,updated_at
378,Guadeloupe,TERR,,,"2017-12-28 04:32:14.772368","2017-12-28 04:32:14.772368"
379,Martinique,TERR,,,"2017-12-28 04:32:14.780197","2017-12-28 04:32:14.780197"
380,"Saint Barthélemy",TERR,,,"2017-12-28 04:32:14.787543","2017-12-28 04:32:14.787543"
381,"Saint Martin (French part)",TERR,,,"2017-12-28 04:32:14.796051","2017-12-28 04:32:14.796051"
382,Marigot,CITY,,,"2017-12-28 04:32:14.799857","2017-12-28 04:32:14.799857"
383,Aruba,TERR,,,"2017-12-28 04:32:14.808056","2017-12-28 04:32:14.808056"
384,Oranjestad,CITY,,,"2017-12-28 04:32:14.810935","2017-12-28 04:32:14.810935"
385,"Curaçao",TERR,,,"2017-12-28 04:32:14.819127","2017-12-28 04:32:14.819127"
386,Willemstad,CITY,,,"2017-12-28 04:32:14.821396","2017-12-28 04:32:14.821396"
387,"Sint Maarten (Dutch part)",TERR,,,"2017-12-28 04:32:14.831751","2017-12-28 04:32:14.831751"
388,Philipsburg,CITY,,,"2017-12-28 04:32:14.834509","2017-12-28 04:32:14.834509"
389,Anguilla,TERR,,,"2017-12-28 04:32:14.842432","2017-12-28 04:32:14.842432"
390,"The Valley",CITY,,,"2017-12-28 04:32:14.845394","2017-12-28 04:32:14.845394"
391,"Cayman Islands",TERR,,,"2017-12-28 04:32:14.853668","2017-12-28 04:32:14.853668"
392,Montserrat,TERR,,,"2017-12-28 04:32:14.868454","2017-12-28 04:32:14.868454"
393,Plymouth,CITY,,,"2017-12-28 04:32:14.870855","2017-12-28 04:32:14.870855"
394,"Turks and Caicos Islands",TERR,,,"2017-12-28 04:32:14.879356","2017-12-28 04:32:14.879356"
395,"Cockburn Town",CITY,,,"2017-12-28 04:32:14.881734","2017-12-28 04:32:14.881734"
396,"British Virgin Islands",TERR,,,"2017-12-28 04:32:14.890107","2017-12-28 04:32:14.890107"
397,"Road Town",CITY,,,"2017-12-28 04:32:14.893793","2017-12-28 04:32:14.893793"
398,England,TERR,,,"2017-12-28 04:32:14.903849","2017-12-28 04:32:14.903849"
399,Scotland,TERR,,,"2017-12-28 04:32:14.912013","2017-12-28 04:32:14.912013"
400,Wales,TERR,,,"2017-12-28 04:32:14.919565","2017-12-28 04:32:14.919565"
401,"Northern Ireland",TERR,,,"2017-12-28 04:32:14.928074","2017-12-28 04:32:14.928074"
402,Belfast,CITY,,,"2017-12-28 04:32:14.930503","2017-12-28 04:32:14.930503"
403,Gibraltar,TERR,,,"2017-12-28 04:32:14.938908","2017-12-28 04:32:14.938908"
404,"Isle of Man",TERR,,,"2017-12-28 04:32:14.949712","2017-12-28 04:32:14.949712"
405,Jersey,TERR,,,"2017-12-28 04:32:14.957790","2017-12-28 04:32:14.957790"
406,Guernsey,TERR,,,"2017-12-28 04:32:14.967445","2017-12-28 04:32:14.967445"
407,"Faroe Islands",TERR,,,"2017-12-28 04:32:14.974791","2017-12-28 04:32:14.974791"
408,"Åland Islands",TERR,,,"2017-12-28 04:32:14.982667","2017-12-28 04:32:14.982667"
409,Greenland,TERR,,,"2017-12-28 04:32:14.990513","2017-12-28 04:32:14.990513"
410,"Saint Pierre and Miquelon",TERR,,,"2017-12-28 04:32:14.997763","2017-12-28 04:32:14.997763"
411,Bermuda,TERR,,,"2017-12-28 04:32:15.005743","2017-12-28 04:32:15.005743"
412,Hamilton,CITY,,,"2017-12-28 04:32:15.008110","2017-12-28 04:32:15.008110"
413,Tahiti,TERR,,,"2017-12-28 04:32:15.020193","2017-12-28 04:32:15.020193"
414,"New Caledonia",TERR,,,"2017-12-28 04:32:15.028113","2017-12-28 04:32:15.028113"
415,"Nouméa",CITY,,,"2017-12-28 04:32:15.031072","2017-12-28 04:32:15.031072"
416,"Wallis and Futuna",TERR,,,"2017-12-28 04:32:15.040067","2017-12-28 04:32:15.040067"
417,"American Samoa",TERR,,,"2017-12-28 04:32:15.048003","2017-12-28 04:32:15.048003"
418,Guam,TERR,,,"2017-12-28 04:32:15.056416","2017-12-28 04:32:15.056416"
419,"Northern Mariana Islands",TERR,,,"2017-12-28 04:32:15.064150","2017-12-28 04:32:15.064150"
420,Saipan,CITY,,,"2017-12-28 04:32:15.067348","2017-12-28 04:32:15.067348"
421,"Cook Islands",TERR,,,"2017-12-28 04:32:15.075250","2017-12-28 04:32:15.075250"
422,Niue,TERR,,,"2017-12-28 04:32:15.084396","2017-12-28 04:32:15.084396"
423,Alofi,CITY,,,"2017-12-28 04:32:15.086957","2017-12-28 04:32:15.086957"
424,Tokelau,TERR,,,"2017-12-28 04:32:15.094985","2017-12-28 04:32:15.094985"
425,Fakaofo,CITY,,,"2017-12-28 04:32:15.097729","2017-12-28 04:32:15.097729"
426,"Norfolk Island",TERR,,,"2017-12-28 04:32:15.106999","2017-12-28 04:32:15.106999"
427,Kingston,CITY,,,"2017-12-28 04:32:15.109393","2017-12-28 04:32:15.109393"
428,"Pitcairn Islands",TERR,,,"2017-12-28 04:32:15.119263","2017-12-28 04:32:15.119263"
429,Adamstown,CITY,,,"2017-12-28 04:32:15.121897","2017-12-28 04:32:15.121897"
430,"French Guiana",TERR,,,"2017-12-28 04:32:15.130465","2017-12-28 04:32:15.130465"
431,Cayenne,CITY,,,"2017-12-28 04:32:15.134012","2017-12-28 04:32:15.134012"
432,"Falkland Islands",TERR,,,"2017-12-28 04:32:15.141998","2017-12-28 04:32:15.141998"
433,Stanley,CITY,,,"2017-12-28 04:32:15.144954","2017-12-28 04:32:15.144954"
434,Marrakesh,CITY,,,"2017-12-28 04:32:19.742691","2017-12-28 04:32:19.742691"
435,Agadir,CITY,,,"2017-12-28 04:32:19.750307","2017-12-28 04:32:19.750307"
436,Johannesburg,CITY,,,"2017-12-28 04:32:19.757070","2017-12-28 04:32:19.757070"
437,"Cape Town",CITY,,,"2017-12-28 04:32:19.769704","2017-12-28 04:32:19.769704"
438,Durban,CITY,,,"2017-12-28 04:32:19.775250","2017-12-28 04:32:19.775250"
439,Pretoria,CITY,,,"2017-12-28 04:32:19.783056","2017-12-28 04:32:19.783056"
440,"Port Elizabeth",CITY,,,"2017-12-28 04:32:19.788915","2017-12-28 04:32:19.788915"
441,Polokwane,CITY,,,"2017-12-28 04:32:19.794277","2017-12-28 04:32:19.794277"
442,Nelspruit,CITY,,,"2017-12-28 04:32:19.801105","2017-12-28 04:32:19.801105"
443,Bloemfontein,CITY,,,"2017-12-28 04:32:19.806606","2017-12-28 04:32:19.806606"
444,Rustenburg,CITY,,,"2017-12-28 04:32:19.812948","2017-12-28 04:32:19.812948"
445,Graz,CITY,,,"2017-12-28 04:32:19.852120","2017-12-28 04:32:19.852120"
446,Kapfenberg,CITY,,,"2017-12-28 04:32:19.862137","2017-12-28 04:32:19.862137"
447,Hartberg,CITY,,,"2017-12-28 04:32:19.869298","2017-12-28 04:32:19.869298"
448,Linz,CITY,,,"2017-12-28 04:32:19.874900","2017-12-28 04:32:19.874900"
449,Ried,CITY,,,"2017-12-28 04:32:19.882738","2017-12-28 04:32:19.882738"
450,Pasching,CITY,,,"2017-12-28 04:32:19.888383","2017-12-28 04:32:19.888383"
451,Steyr,CITY,,,"2017-12-28 04:32:19.893825","2017-12-28 04:32:19.893825"
452,"Wiener Neustadt",CITY,,,"2017-12-28 04:32:19.900970","2017-12-28 04:32:19.900970"
453,"Maria Enzersdorf",CITY,,,"2017-12-28 04:32:19.906738","2017-12-28 04:32:19.906738"
454,"St. Pölten",CITY,,,"2017-12-28 04:32:19.914616","2017-12-28 04:32:19.914616"
455,Horn,CITY,,,"2017-12-28 04:32:19.924920","2017-12-28 04:32:19.924920"
456,Krems,CITY,,,"2017-12-28 04:32:19.931920","2017-12-28 04:32:19.931920"
457,Mattersburg,CITY,,,"2017-12-28 04:32:19.937824","2017-12-28 04:32:19.937824"
458,Parndorf,CITY,,,"2017-12-28 04:32:19.944361","2017-12-28 04:32:19.944361"
459,Klagenfurt,CITY,,,"2017-12-28 04:32:19.952700","2017-12-28 04:32:19.952700"
460,Wolfsberg,CITY,,,"2017-12-28 04:32:19.958114","2017-12-28 04:32:19.958114"
461,"Spittal (an der Drau)",CITY,,,"2017-12-28 04:32:19.964921","2017-12-28 04:32:19.964921"
462,"Salzburg (Wals-Siezenheim)",CITY,,,"2017-12-28 04:32:19.970636","2017-12-28 04:32:19.970636"
463,"Grödig",CITY,,,"2017-12-28 04:32:19.976361","2017-12-28 04:32:19.976361"
464,Innsbruck,CITY,,,"2017-12-28 04:32:19.984503","2017-12-28 04:32:19.984503"
465,Kufstein,CITY,,,"2017-12-28 04:32:19.989926","2017-12-28 04:32:19.989926"
466,Wattens,CITY,,,"2017-12-28 04:32:19.996157","2017-12-28 04:32:19.996157"
467,Altach,CITY,,,"2017-12-28 04:32:20.001872","2017-12-28 04:32:20.001872"
468,Lustenau,CITY,,,"2017-12-28 04:32:20.007633","2017-12-28 04:32:20.007633"
469,Bregenz,CITY,,,"2017-12-28 04:32:20.016216","2017-12-28 04:32:20.016216"
470,Dornbirn,CITY,,,"2017-12-28 04:32:20.022592","2017-12-28 04:32:20.022592"
471,Geneva,CITY,,,"2017-12-28 04:32:20.029458","2017-12-28 04:32:20.029458"
472,Basel,CITY,,,"2017-12-28 04:32:20.035167","2017-12-28 04:32:20.035167"
473,Bern,CITY,,,"2017-12-28 04:32:20.040967","2017-12-28 04:32:20.040967"
474,Zurich,CITY,,,"2017-12-28 04:32:20.051924","2017-12-28 04:32:20.051924"
475,Dortmund,CITY,,,"2017-12-28 04:32:20.067567","2017-12-28 04:32:20.067567"
476,Gelsenkirchen,CITY,,,"2017-12-28 04:32:20.073241","2017-12-28 04:32:20.073241"
477,"Köln",CITY,,,"2017-12-28 04:32:20.080433","2017-12-28 04:32:20.080433"
478,"Mönchengladbach",CITY,,,"2017-12-28 04:32:20.086992","2017-12-28 04:32:20.086992"
479,Leverkusen,CITY,,,"2017-12-28 04:32:20.092769","2017-12-28 04:32:20.092769"
480,Bochum,CITY,,,"2017-12-28 04:32:20.100643","2017-12-28 04:32:20.100643"
481,Bielefeld,CITY,,,"2017-12-28 04:32:20.106476","2017-12-28 04:32:20.106476"
482,Paderborn,CITY,,,"2017-12-28 04:32:20.114005","2017-12-28 04:32:20.114005"
483,Augsburg,CITY,,,"2017-12-28 04:32:20.123494","2017-12-28 04:32:20.123494"
484,"Fürth",CITY,,,"2017-12-28 04:32:20.129662","2017-12-28 04:32:20.129662"
485,Ingolstadt,CITY,,,"2017-12-28 04:32:20.135424","2017-12-28 04:32:20.135424"
486,Stuttgart,CITY,,,"2017-12-28 04:32:20.142215","2017-12-28 04:32:20.142215"
487,Sinsheim,CITY,,,"2017-12-28 04:32:20.149423","2017-12-28 04:32:20.149423"
488,"Freiburg (im Breisgau)",CITY,,,"2017-12-28 04:32:20.154978","2017-12-28 04:32:20.154978"
489,Karlsruhe,CITY,,,"2017-12-28 04:32:20.161097","2017-12-28 04:32:20.161097"
490,Aalen,CITY,,,"2017-12-28 04:32:20.166779","2017-12-28 04:32:20.166779"
491,Sandhausen,CITY,,,"2017-12-28 04:32:20.172506","2017-12-28 04:32:20.172506"
492,Heidenheim,CITY,,,"2017-12-28 04:32:20.179383","2017-12-28 04:32:20.179383"
493,Frankfurt,CITY,,,"2017-12-28 04:32:20.186390","2017-12-28 04:32:20.186390"
494,Darmstadt,CITY,,,"2017-12-28 04:32:20.197279","2017-12-28 04:32:20.197279"
495,Hannover,CITY,,,"2017-12-28 04:32:20.202844","2017-12-28 04:32:20.202844"
496,Wolfsburg,CITY,,,"2017-12-28 04:32:20.209856","2017-12-28 04:32:20.209856"
497,Braunschweig,CITY,,,"2017-12-28 04:32:20.216744","2017-12-28 04:32:20.216744"
498,Leipzig,CITY,,,"2017-12-28 04:32:20.222190","2017-12-28 04:32:20.222190"
499,Dresden,CITY,,,"2017-12-28 04:32:20.228285","2017-12-28 04:32:20.228285"
500,Aue,CITY,,,"2017-12-28 04:32:20.233894","2017-12-28 04:32:20.233894"
501,Kaiserslautern,CITY,,,"2017-12-28 04:32:20.240887","2017-12-28 04:32:20.240887"
502,Mainz,CITY,,,"2017-12-28 04:32:20.246721","2017-12-28 04:32:20.246721"
503,London,CITY,,,"2017-12-28 04:32:20.254187","2017-12-28 04:32:20.254187"
504,Manchester,CITY,,,"2017-12-28 04:32:20.265056","2017-12-28 04:32:20.265056"
505,Newcastle,CITY,,,"2017-12-28 04:32:20.272971","2017-12-28 04:32:20.272971"
506,Barcelona,CITY,,,"2017-12-28 04:32:20.290370","2017-12-28 04:32:20.290370"
507,Sevilla,CITY,,,"2017-12-28 04:32:20.301388","2017-12-28 04:32:20.301388"
508,Valencia,CITY,,,"2017-12-28 04:32:20.312548","2017-12-28 04:32:20.312548"
509,Marseille,CITY,,,"2017-12-28 04:32:20.332081","2017-12-28 04:32:20.332081"
510,"Lyon (Décines-Charpieu)",CITY,,,"2017-12-28 04:32:20.339114","2017-12-28 04:32:20.339114"
511,"Lille (Villeneuve-d'Ascq)",CITY,,,"2017-12-28 04:32:20.344971","2017-12-28 04:32:20.344971"
512,Lens,CITY,,,"2017-12-28 04:32:20.352072","2017-12-28 04:32:20.352072"
513,Bordeaux,CITY,,,"2017-12-28 04:32:20.357906","2017-12-28 04:32:20.357906"
514,Saint-Etienne,CITY,,,"2017-12-28 04:32:20.364197","2017-12-28 04:32:20.364197"
515,Toulouse,CITY,,,"2017-12-28 04:32:20.370939","2017-12-28 04:32:20.370939"
516,Nice,CITY,,,"2017-12-28 04:32:20.376801","2017-12-28 04:32:20.376801"
517,Roma,CITY,,,"2017-12-28 04:32:20.384398","2017-12-28 04:32:20.384398"
518,Bari,CITY,,,"2017-12-28 04:32:20.390102","2017-12-28 04:32:20.390102"
519,Milano,CITY,,,"2017-12-28 04:32:20.396463","2017-12-28 04:32:20.396463"
520,Napoli,CITY,,,"2017-12-28 04:32:20.403526","2017-12-28 04:32:20.403526"
521,Amsterdam,CITY,,,"2017-12-28 04:32:20.412950","2017-12-28 04:32:20.412950"
522,Rotterdam,CITY,,,"2017-12-28 04:32:20.420123","2017-12-28 04:32:20.420123"
523,Warszawa,CITY,,,"2017-12-28 04:32:20.426518","2017-12-28 04:32:20.426518"
524,Gdansk,CITY,,,"2017-12-28 04:32:20.433856","2017-12-28 04:32:20.433856"
525,"Wrocław",CITY,,,"2017-12-28 04:32:20.439462","2017-12-28 04:32:20.439462"
526,Poznan,CITY,,,"2017-12-28 04:32:20.445586","2017-12-28 04:32:20.445586"
527,Lisboa,CITY,,,"2017-12-28 04:32:20.453503","2017-12-28 04:32:20.453503"
528,Porto,CITY,,,"2017-12-28 04:32:20.465249","2017-12-28 04:32:20.465249"
529,Kiev,CITY,,,"2017-12-28 04:32:20.472184","2017-12-28 04:32:20.472184"
530,Donetsk,CITY,,,"2017-12-28 04:32:20.477622","2017-12-28 04:32:20.477622"
531,Kharkiv,CITY,,,"2017-12-28 04:32:20.484361","2017-12-28 04:32:20.484361"
532,Lviv,CITY,,,"2017-12-28 04:32:20.489932","2017-12-28 04:32:20.489932"
533,Montreal,CITY,,,"2017-12-28 04:32:20.497942","2017-12-28 04:32:20.497942"
534,Pasadena,CITY,,,"2017-12-28 04:32:20.538126","2017-12-28 04:32:20.538126"
535,Carson,CITY,,,"2017-12-28 04:32:20.543929","2017-12-28 04:32:20.543929"
536,Seattle,CITY,,,"2017-12-28 04:32:20.550774","2017-12-28 04:32:20.550774"
537,Denver,CITY,,,"2017-12-28 04:32:20.556227","2017-12-28 04:32:20.556227"
538,"Commerce City",CITY,,,"2017-12-28 04:32:20.563136","2017-12-28 04:32:20.563136"
539,Harrison,CITY,,,"2017-12-28 04:32:20.569368","2017-12-28 04:32:20.569368"
540,Baltimore,CITY,,,"2017-12-28 04:32:20.577967","2017-12-28 04:32:20.577967"
541,"Miami (Miami Gardens)",CITY,,,"2017-12-28 04:32:20.590667","2017-12-28 04:32:20.590667"
542,"Salt Lake City (Sandy)",CITY,,,"2017-12-28 04:32:20.605262","2017-12-28 04:32:20.605262"
543,"Lanús",CITY,,,"2017-12-28 04:32:20.624560","2017-12-28 04:32:20.624560"
544,Rosario,CITY,,,"2017-12-28 04:32:20.632490","2017-12-28 04:32:20.632490"
545,"Sarandí",CITY,,,"2017-12-28 04:32:20.638111","2017-12-28 04:32:20.638111"
546,"Rio de Janeiro",CITY,,,"2017-12-28 04:32:20.650733","2017-12-28 04:32:20.650733"
547,"São Paulo",CITY,,,"2017-12-28 04:32:20.661721","2017-12-28 04:32:20.661721"
548,Fortaleza,CITY,,,"2017-12-28 04:32:20.669255","2017-12-28 04:32:20.669255"
549,"Belo Horizonte",CITY,,,"2017-12-28 04:32:20.674913","2017-12-28 04:32:20.674913"
550,Salvador,CITY,,,"2017-12-28 04:32:20.687503","2017-12-28 04:32:20.687503"
551,"Cuiabá",CITY,,,"2017-12-28 04:32:20.693985","2017-12-28 04:32:20.693985"
552,Manaus,CITY,,,"2017-12-28 04:32:20.701859","2017-12-28 04:32:20.701859"
553,Natal,CITY,,,"2017-12-28 04:32:20.707368","2017-12-28 04:32:20.707368"
554,"Porto Alegre",CITY,,,"2017-12-28 04:32:20.713802","2017-12-28 04:32:20.713802"
555,Recife,CITY,,,"2017-12-28 04:32:20.724855","2017-12-28 04:32:20.724855"
556,Curitiba,CITY,,,"2017-12-28 04:32:20.733018","2017-12-28 04:32:20.733018"
557,"Santiago de Chile",CITY,,,"2017-12-28 04:32:20.744722","2017-12-28 04:32:20.744722"
558,Cali,CITY,,,"2017-12-28 04:32:20.761887","2017-12-28 04:32:20.761887"
559,"Medellín",CITY,,,"2017-12-28 04:32:20.777461","2017-12-28 04:32:20.777461"
560,"Sangolquí",CITY,,,"2017-12-28 04:32:20.784058","2017-12-28 04:32:20.784058"
561,Guayaquil,CITY,,,"2017-12-28 04:32:20.789753","2017-12-28 04:32:20.789753"
562,Huancayo,CITY,,,"2017-12-28 04:32:20.803441","2017-12-28 04:32:20.803441"
563,Barinas,CITY,,,"2017-12-28 04:32:20.837641","2017-12-28 04:32:20.837641"
564,"Puerto La Cruz",CITY,,,"2017-12-28 04:32:20.843333","2017-12-28 04:32:20.843333"
